DateTime,Date,Daytime,Rain_mm,Production_kW,Consumption_kW,Temperature,Irradiance,Haselholz_m,Bidmi_m,Spot_Price_CHF_MWh,Haselholz_mm,Bidmi_mm,Bidmi_Production_kW,Haselholz_Production_kW,Bidmi_Output_mm,Haselholz_Output_mm,Bidmi_Inflow_mm,Haselholz_Inflow_mm,Natural_Inflow_B_mm,Natural_Inflow_H_mm,Network_Exchange_kW,Energy_Trading_CHF,Total_Energy_Cost_CHF,Opt_Production_kW,Opt_Bidmi_Production_kW,Opt_Haselholz_Production_kW,Opt_Bidmi_mm,Opt_Haselholz_mm,Opt_Network_Exchange_kW,Opt_Energy_Trading_CHF,Opt_Target_Bidmi_mm,Opt_Target_Haselholz_mm,Opt_Terminal_Dev_Bidmi_mm,Opt_Terminal_Dev_Haselholz_mm,Opt_Total_Energy_Cost_CHF
2025-02-04 16:15:00,2025-02-04,16:15:00,0.0,1412.763,2461.827,7.989,25.852,2.183,1.848,51.297705,2183.0,1848.0,551.860546875,860.902453125,13.810323995870869,157.6744419642857,-5.810323995870869,-140.6744419642857,5.810323995870869,126.86411796841485,1049.0640000000003,4.484547966510001,91967.41455911363,1897.02564102564,741.0256410256407,1155.9999999999993,1915.53778891714,2700.2079382625,564.8013589743603,2.414417791355486,1712.5666666666666,1991.8666666666666,0.0,0.0,1020.0696416289052
2025-02-04 16:20:00,2025-02-04,16:20:00,0.0,1423.391,2491.24,7.702,25.2,2.163,1.84,51.297705,2163.0,1840.0,556.012109375,867.378890625,13.914216951326326,158.8606026785714,-5.914216951326326,-138.8606026785714,5.914216951326326,124.94638572724509,1067.8489999999997,4.564850248878748,91971.97940936252,1897.02564102564,741.0256410256407,1155.9999999999993,1902.80392770215,2633.89462972015,594.2143589743598,2.5401527411192344,1712.5666666666666,1991.8666666666666,0.0,0.0,1022.6097943700244
2025-02-04 16:25:00,2025-02-04,16:25:00,0.0,1430.925,2529.037,7.499,24.075,2.141,1.832,51.297705,2141.0,1832.0,558.955078125,871.9699218750001,13.987864817942942,159.70145089285714,-5.987864817942942,-137.70145089285714,5.987864817942942,123.7135860749142,1098.112,4.69421878608,91976.6736281486,1768.73404542385,690.9117364936914,1077.8223089301584,1890.17395944263,2565.66358893664,760.3029545761499,3.250149722872978,1712.5666666666666,1991.8666666666666,0.0,0.0,1025.8599440928974
2025-02-04 16:30:00,2025-02-04,16:30:00,0.0,1436.45,2554.847,7.3,23.625,2.12,1.824,51.297705,2120.0,1824.0,561.11328125,875.33671875,14.041873905155152,160.31808035714283,-6.041873905155153,-139.31808035714283,6.041873905155153,125.27620645198768,1118.3970000000002,4.780933281573751,91981.45456143018,1268.73404542385,495.59923649369136,773.1348089301586,1878.87174076473,2509.26390522348,1286.1129545761503,5.49788691171048,1712.5666666666666,1991.8666666666666,0.0,0.0,1031.357831004608
2025-02-04 16:35:00,2025-02-04,16:35:00,0.0,1436.036,2628.815,7.199,22.982,2.099,1.816,51.297705,2099.0,1816.0,560.9515625,875.0844375,14.03782688938939,160.271875,-6.03782688938939,-139.271875,6.03782688938939,125.2340481106106,1192.779,5.09890210601625,91986.5534635362,768.734045423855,300.28673649369335,468.4473089301617,1872.51123137425,2505.34271311576,1860.080954576145,7.951490340330457,1712.5666666666666,1991.8666666666666,0.0,0.0,1039.3093213449386
2025-02-04 16:40:00,2025-02-04,16:40:00,0.0,1435.886,2536.129,6.989,20.841,2.077,1.808,51.297705,2077.0,1808.0,560.89296875,874.9930312500001,14.03636057932933,160.2551339285714,-6.03636057932933,-138.2551339285714,6.03636057932933,124.21877334924208,1100.243,4.70332840352625,91991.25679193973,268.734045423854,104.97423649369297,163.75980893016103,1871.0343751682,2552.29523389504,2267.394954576146,9.692679791527961,1712.5666666666666,1991.8666666666666,0.0,0.0,1049.0020011364666
2025-02-04 16:45:00,2025-02-04,16:45:00,0.0,1436.085,2583.652,6.889,19.687,2.055,1.8,51.297705,2055.0,1800.0,560.970703125,875.114296875,14.03830588400901,160.27734375,-6.038305884009009,-138.27734375,6.038305884009009,124.239037865991,1147.567,4.90562945281125,91996.16242139254,229.132707076252,89.50496370166093,139.62774337459106,1874.44375285229,2649.14835114132,2354.5192929237483,10.065119675434254,1712.5666666666666,1991.8666666666666,0.0,0.0,1059.0671208119008
2025-02-04 16:50:00,2025-02-04,16:50:00,0.0,1425.827,2582.959,6.7,18.668,2.034,1.792,51.297705,2034.0,1792.0,556.9636718749999,868.863328125,13.9380298267017,159.1324776785714,-5.938029826701699,-138.13247767857118,5.938029826701699,124.19444785186948,1157.1319999999998,4.946517998504999,92001.10893939104,729.132707076252,284.8174637016609,444.3152433745911,1878.2421947798,2750.05440619191,1853.8262929237478,7.9247528579705,1712.5666666666666,1991.8666666666666,0.0,0.0,1066.9918736698714
2025-02-04 16:55:00,2025-02-04,16:55:00,0.0,1415.715,2552.865,6.535,18.008,2.015,1.784,51.297705,2015.0,1784.0,553.013671875,862.701328125,13.839180977852852,158.00390624999997,-5.839180977852852,-139.00390625000043,5.839180977852852,125.16472527214758,1137.15,4.861098770062499,92005.9700381611,1229.13270707625,480.12996370166013,749.0027433745898,1877.05266044981,2800.0,1323.7322929237498,5.658702388448009,1712.5666666666666,1991.8666666666666,0.0,0.0,1072.6505760583195
2025-02-04 17:00:00,2025-02-04,17:00:00,0.0,1404.534,2582.308,6.395,16.073,1.998,1.776,72.88056,1998.0,1776.0,548.64609375,855.88790625,13.729882225975974,156.75602678571428,-5.729882225975974,-139.75602678571406,5.729882225975974,126.02614455973809,1177.774,7.15306905612,92013.12310721722,1729.13270707625,675.4424637016601,1053.6902433745897,1870.87657707076,2800.0,853.17529292375,5.181657760537245,1712.5666666666666,1991.8666666666666,0.0,0.0,1077.8322338188568
